,width,depth,slope,discharge,bankfull,source,site_id
13,975.36,10.9728,0.000159,30582.19432,True,Li et. al (2015),Li et. al (2015)
14,217.932,5.9436,5.8e-05,1670.693949,True,Li et. al (2015),Li et. al (2015)
15,344.424,7.3152,0.0001065,6611.983679,True,Li et. al (2015),Li et. al (2015)
16,441.96,5.334,9e-05,2605.149886,True,Li et. al (2015),Li et. al (2015)
17,59.436,2.62128,0.00011,107.3208486,True,Li et. al (2015),Li et. al (2015)
18,2286.0,48.11776,8.75e-06,216340.708,True,Li et. al (2015),Li et. al (2015)
19,1043.0,43.0,1.6e-05,90000.0,True,Li et. al (2015),Li et. al (2015)
20,10.668,1.18872,0.0015,16.56535526,True,Li et. al (2015),Li et. al (2015)
21,737.616,11.18616,7.4e-05,16706.93949,True,Li et. al (2015),Li et. al (2015)
22,24.003,2.33172,0.0015,59.18220938,True,Li et. al (2015),Li et. al (2015)
23,22.3,0.57,0.0034,15.29,True,Li et. al (2015),Li et. al (2015)
24,13.7,1.57,0.0024,22.65,True,Li et. al (2015),Li et. al (2015)
25,605.3328,11.8872,0.00047,21237.63494,True,Li et. al (2015),Li et. al (2015)
26,43.5864,2.22504,0.003,58.89904091,True,Li et. al (2015),Li et. al (2015)
27,20.7264,0.9144,0.002,99.10896307,True,Li et. al (2015),Li et. al (2015)
28,37.4904,0.762,0.003,61.58914134,True,Li et. al (2015),Li et. al (2015)
29,3201.0,26.5,1.8e-05,120000.0,True,Li et. al (2015),Li et. al (2015)
30,2722.0,38.0,2.1e-05,161330.0,True,Li et. al (2015),Li et. al (2015)
31,3400.0,15.0,6.8e-05,60000.0,True,Li et. al (2015),Li et. al (2015)
32,79.248,4.14528,0.00033,566.3369318,True,Li et. al (2015),Li et. al (2015)
33,10.9728,1.9812,0.0013,24.0693196,True,Li et. al (2015),Li et. al (2015)
34,225.2472,2.7432,0.0003,849.5053978,True,Li et. al (2015),Li et. al (2015)
35,42.0624,3.77952,0.0002,148.9466131,True,Li et. al (2015),Li et. al (2015)
36,320.04,2.5908,0.00125,1274.258097,True,Li et. al (2015),Li et. al (2015)
37,2143.9632,16.764,8.15e-05,42475.26989,True,Li et. al (2015),Li et. al (2015)
38,187.0,2.2,0.00031,850.0,True,Li et. al (2015),Li et. al (2015)
39,1600.0,10.0,5e-05,16000.0,True,Li et. al (2015),Li et. al (2015)
40,600.0,3.0,0.000286,1240.0,True,Li et. al (2015),Li et. al (2015)
41,2160.0,17.0,3.8e-05,60000.0,True,Li et. al (2015),Li et. al (2015)
42,2140.0,19.5,3.4e-05,70000.0,True,Li et. al (2015),Li et. al (2015)
43,1150.0,16.84,0.00011,12300.0,True,Li et. al (2015),Li et. al (2015)
44,1330.0,13.1,4.8e-05,20500.0,True,Li et. al (2015),Li et. al (2015)
45,1320.0,11.7,4.4e-05,17140.0,True,Li et. al (2015),Li et. al (2015)
46,507.0,6.6,0.0001,3700.0,True,Li et. al (2015),Li et. al (2015)
47,621.0,7.5,9.8e-05,6000.0,True,Li et. al (2015),Li et. al (2015)
48,776.0,11.34,7e-05,16300.0,True,Li et. al (2015),Li et. al (2015)
49,625.0,13.92,9e-05,16950.0,True,Li et. al (2015),Li et. al (2015)
50,46.3296,3.2004,0.00051,130.2574943,True,Li et. al (2015),Li et. al (2015)
51,365.76,3.9624,0.00031,1982.179261,True,Li et. al (2015),Li et. al (2015)
52,579.12,3.81,0.001595,4400.43796,True,Li et. al (2015),Li et. al (2015)
53,226.0,3.76,0.00027,1133.0,True,Li et. al (2015),Li et. al (2015)
54,38.7096,7.19328,0.0005,396.4358523,True,Li et. al (2015),Li et. al (2015)
55,1975.0,10.6,0.000248,28000.0,True,Li et. al (2015),Li et. al (2015)
56,186.0,2.97,0.0003,850.0,True,Li et. al (2015),Li et. al (2015)
57,14.3256,1.34112,0.0015,46.15645994,True,Li et. al (2015),Li et. al (2015)
58,140.0,5.0,0.000288,1200.0,True,Li et. al (2015),Li et. al (2015)
59,200.0,4.4,0.001,290.0,True,Li et. al (2015),Li et. al (2015)
60,1490.0,13.5,4.9e-05,27330.0,True,Li et. al (2015),Li et. al (2015)
61,385.0,6.0,0.00015,3200.0,True,Li et. al (2015),Li et. al (2015)
62,1770.0,17.4,6e-05,64600.0,True,Li et. al (2015),Li et. al (2015)
63,1042.0,16.0,3.6e-05,21000.0,True,Li et. al (2015),Li et. al (2015)
64,1028.0,15.0,4.1e-05,20000.0,True,Li et. al (2015),Li et. al (2015)
65,12.0,1.17,0.003,13.0,True,Li et. al (2015),Li et. al (2015)
66,31.0,2.53,0.00053,55.0,True,Li et. al (2015),Li et. al (2015)
67,515.0,3.0,0.00013,1500.0,True,Li et. al (2015),Li et. al (2015)
68,30.48,0.70104,0.002,127.4258097,True,Li et. al (2015),Li et. al (2015)
69,54.864,2.7432,0.00024,141.584233,True,Li et. al (2015),Li et. al (2015)
70,1381.3536,20.1168,4.73e-05,42475.26989,True,Li et. al (2015),Li et. al (2015)
71,9.7536,2.37744,0.001,36.81190057,True,Li et. al (2015),Li et. al (2015)
72,89.3064,1.76784,0.002,308.6536279,True,Li et. al (2015),Li et. al (2015)
73,40.8432,0.94488,0.0015,88.9148983,True,Li et. al (2015),Li et. al (2015)
74,17.1,0.93,0.0064,12.0,True,Li et. al (2015),Li et. al (2015)
75,70.104,4.664765217,0.000132576,283.1684659,True,Li et. al (2015),Li et. al (2015)
76,14.1732,1.3716,0.00017,8.80653929,True,Li et. al (2015),Li et. al (2015)
77,50.292,6.317672727,7.58e-05,254.8516193,True,Li et. al (2015),Li et. al (2015)
78,6.096,1.46304,0.0008,7.022577955,True,Li et. al (2015),Li et. al (2015)
79,11.70432,2.22504,0.0002,10.61881747,True,Li et. al (2015),Li et. al (2015)
80,76.8096,5.672666667,0.000113636,396.4358523,True,Li et. al (2015),Li et. al (2015)
81,5.358384,0.54864,0.0023,2.433549796,True,Li et. al (2015),Li et. al (2015)
82,10.08888,1.6764,0.00021,11.27010494,True,Li et. al (2015),Li et. al (2015)
83,152.4,4.572,8.5e-05,481.3863921,True,Li et. al (2015),Li et. al (2015)
84,11.09472,0.932688,0.0003,6.275013205,True,Li et. al (2015),Li et. al (2015)
85,67.056,5.098472727,0.000132576,311.4853125,True,Li et. al (2015),Li et. al (2015)
86,15.17904,1.536192,0.0005,28.99645091,True,Li et. al (2015),Li et. al (2015)
87,106.68,5.1816,0.00011,849.5053978,True,Li et. al (2015),Li et. al (2015)
88,23.59152,0.762,0.002,24.17126025,True,Li et. al (2015),Li et. al (2015)
89,11.03376,0.94488,0.00056,7.192479034,True,Li et. al (2015),Li et. al (2015)
90,73.4568,4.173609959,0.000284091,368.1190057,True,Li et. al (2015),Li et. al (2015)
91,74.9808,5.860585366,0.000208333,566.3369318,True,Li et. al (2015),Li et. al (2015)
92,74.676,6.668277551,0.000113636,566.3369318,True,Li et. al (2015),Li et. al (2015)
93,152.4,3.048,0.00067,849.5053978,True,Li et. al (2015),Li et. al (2015)
94,10.2108,0.697992,0.0004,2.831684659,True,Li et. al (2015),Li et. al (2015)
95,12.45108,1.496568,0.0017,25.68337986,True,Li et. al (2015),Li et. al (2015)
96,64.9224,6.553915493,0.000132576,453.0695455,True,Li et. al (2015),Li et. al (2015)
97,14.44752,1.61544,0.00023,12.43109565,True,Li et. al (2015),Li et. al (2015)
98,18.04416,1.92024,0.00051,37.09506904,True,Li et. al (2015),Li et. al (2015)
99,15.8496,1.185672,0.0021,29.59110469,True,Li et. al (2015),Li et. al (2015)
100,152.4,6.096,0.00067,849.5053978,True,Li et. al (2015),Li et. al (2015)
101,274.32,15.24,0.000191,16990.10796,True,Li et. al (2015),Li et. al (2015)
102,20.7264,1.502664,0.0019,47.4024012,True,Li et. al (2015),Li et. al (2015)
103,11.70432,1.43256,0.00078,9.96753,True,Li et. al (2015),Li et. al (2015)
104,121.92,1.6764,0.0043,283.1684659,True,Li et. al (2015),Li et. al (2015)
105,23.1648,1.207008,0.000357,32.76259151,True,Li et. al (2015),Li et. al (2015)
106,160.02,7.9248,0.0009,1982.179261,True,Li et. al (2015),Li et. al (2015)
107,5.824728,0.496824,0.0061,4.598655887,True,Li et. al (2015),Li et. al (2015)
108,33.31464,1.389888,0.0005,34.54655284,True,Li et. al (2015),Li et. al (2015)
109,22.98192,1.267968,0.0024,43.35309213,True,Li et. al (2015),Li et. al (2015)
110,185.928,5.51688,0.00217,2406.93196,True,Li et. al (2015),Li et. al (2015)
111,274.32,5.010912,0.00023,1727.327642,True,Li et. al (2015),Li et. al (2015)
112,2.46888,0.36576,0.05,0.396435852,True,Li et. al (2015),Li et. al (2015)
113,2.25552,0.219456,0.01,0.337253643,True,Li et. al (2015),Li et. al (2015)
114,8.90016,0.886968,0.0018,7.079211648,True,Li et. al (2015),Li et. al (2015)
115,17.49552,0.682752,0.001,9.429509915,True,Li et. al (2015),Li et. al (2015)
116,13.99032,0.911352,0.0003,3.936041676,True,Li et. al (2015),Li et. al (2015)
117,5.76072,0.505968,0.016,3.242278935,True,Li et. al (2015),Li et. al (2015)
118,4.572,0.329184,0.0067,1.019406477,True,Li et. al (2015),Li et. al (2015)
119,21.51888,1.31064,0.0004,48.87487722,True,Li et. al (2015),Li et. al (2015)
120,15.578328,0.576072,0.0059,17.38427846,True,Li et. al (2015),Li et. al (2015)
121,19.05,0.97536,0.0017,18.7174356,True,Li et. al (2015),Li et. al (2015)
122,4.7244,0.512064,0.0025,1.812278182,True,Li et. al (2015),Li et. al (2015)
123,4.026408,0.44196,0.012,3.250773989,True,Li et. al (2015),Li et. al (2015)
124,7.74192,0.57912,0.0087,3.398021591,True,Li et. al (2015),Li et. al (2015)
125,12.8016,1.072896,0.0029,21.94555611,True,Li et. al (2015),Li et. al (2015)
126,11.18616,0.719328,0.0021,7.928717046,True,Li et. al (2015),Li et. al (2015)
127,6.64464,0.856488,0.0059,5.720003012,True,Li et. al (2015),Li et. al (2015)
128,11.82624,0.954024,0.0014,13.16450198,True,Li et. al (2015),Li et. al (2015)
129,11.2776,0.981456,0.0014,15.29109716,True,Li et. al (2015),Li et. al (2015)
130,6.5532,0.344424,0.0091,1.529109716,True,Li et. al (2015),Li et. al (2015)
131,30.0228,2.01168,0.0015,59.18220938,True,Li et. al (2015),Li et. al (2015)
132,10.54608,0.36576,0.012,6.221211196,True,Li et. al (2015),Li et. al (2015)
133,5.7912,0.4572,0.0067,2.775050966,True,Li et. al (2015),Li et. al (2015)
134,75.5904,2.319528,0.0003,291.6635199,True,Li et. al (2015),Li et. al (2015)
135,4.51104,0.387096,0.0078,1.472476023,True,Li et. al (2015),Li et. al (2015)
136,13.92936,1.368552,0.0019,17.83961335,True,Li et. al (2015),Li et. al (2015)
137,2.7432,0.4572,0.052,2.752397489,True,Li et. al (2015),Li et. al (2015)
138,15.91056,1.225296,0.0017,19.5103073,True,Li et. al (2015),Li et. al (2015)
139,8.56488,0.57912,0.0132,5.281091889,True,Li et. al (2015),Li et. al (2015)
140,23.59152,0.762,0.001,20.7845654,True,Li et. al (2015),Li et. al (2015)
141,20.90928,0.94488,0.0007,37.15170273,True,Li et. al (2015),Li et. al (2015)
142,25.35936,1.456944,0.0019,52.86755259,True,Li et. al (2015),Li et. al (2015)
143,4.38912,0.432816,0.0123,1.868911875,True,Li et. al (2015),Li et. al (2015)
144,22.7076,1.2192,0.00323,47.06259904,True,Li et. al (2015),Li et. al (2015)
145,58.166,1.71704,0.001,106.7545117,True,Li et. al (2015),Li et. al (2015)
146,19.17192,0.813816,0.0021,15.34773085,True,Li et. al (2015),Li et. al (2015)
147,27.21864,2.310384,0.0012,59.46537784,True,Li et. al (2015),Li et. al (2015)
148,23.622,1.344168,0.0014,59.437061,True,Li et. al (2015),Li et. al (2015)
149,10.5156,0.981456,0.0051,16.70693949,True,Li et. al (2015),Li et. al (2015)
150,30.7848,1.429512,0.0021,74.02023699,True,Li et. al (2015),Li et. al (2015)
151,42.0624,1.2192,0.002,140.4515591,True,Li et. al (2015),Li et. al (2015)
152,22.95144,0.99568,0.004,48.13863921,True,Li et. al (2015),Li et. al (2015)
153,9.144,0.67056,0.014,5.408517699,True,Li et. al (2015),Li et. al (2015)
154,9.05256,0.51816,0.011,5.179151242,True,Li et. al (2015),Li et. al (2015)
155,4.572,0.36576,0.033,1.444159176,True,Li et. al (2015),Li et. al (2015)
156,7.7724,0.466344,0.007,5.776636705,True,Li et. al (2015),Li et. al (2015)
157,2.4384,0.27432,0.0369,1.509287923,True,Li et. al (2015),Li et. al (2015)
158,44.196,3.45948,0.000417,391.0556514,True,Li et. al (2015),Li et. al (2015)
159,49.4,1.1,0.0057,166.0,True,Li et. al (2015),Li et. al (2015)
160,59.35,4.19,0.0007,550.0,True,Li et. al (2015),Li et. al (2015)
161,168.8,4.97,0.00034,1543.446263,True,Li et. al (2015),Li et. al (2015)
162,27.2796,1.018032,0.0087,33.98021591,True,Li et. al (2015),Li et. al (2015)
163,5.24,0.65,0.0023,2.7,True,Li et. al (2015),Li et. al (2015)
164,127.05,5.37,0.00047,1428.973259,True,Li et. al (2015),Li et. al (2015)
165,123.0,3.84,0.00035,1020.0,True,Li et. al (2015),Li et. al (2015)
166,137.35,4.365,0.00066,1319.616727,True,Li et. al (2015),Li et. al (2015)
167,26.34,1.16,0.0024,66.0,True,Li et. al (2015),Li et. al (2015)
168,19.48,1.67,0.002,38.0,True,Li et. al (2015),Li et. al (2015)
169,13.73,1.34,0.0045,29.5,True,Li et. al (2015),Li et. al (2015)
170,51.2,1.16,0.0054,122.0,True,Li et. al (2015),Li et. al (2015)
171,31.1,1.22,0.0036,62.3,True,Li et. al (2015),Li et. al (2015)
172,126.0,2.38,0.0016,510.0,True,Li et. al (2015),Li et. al (2015)
173,31.01,1.77,0.0018,67.0,True,Li et. al (2015),Li et. al (2015)
174,30.5,0.945,0.0024,42.5,True,Li et. al (2015),Li et. al (2015)
175,59.4,1.28,0.0021,187.0,True,Li et. al (2015),Li et. al (2015)
176,128.5,3.67,0.001,1020.757116,True,Li et. al (2015),Li et. al (2015)
177,27.29484,1.060704,0.0068,33.98021591,True,Li et. al (2015),Li et. al (2015)
178,26.615136,0.978408,0.0068,33.98021591,True,Li et. al (2015),Li et. al (2015)
179,38.1,2.04,0.00055,113.0,True,Li et. al (2015),Li et. al (2015)
180,19.03,2.47,0.0014,66.0,True,Li et. al (2015),Li et. al (2015)
181,18.0,0.579,0.011,11.9,True,Li et. al (2015),Li et. al (2015)
182,77.5,3.135,0.0015,579.5307108,True,Li et. al (2015),Li et. al (2015)
183,160.5,2.84,0.0013,978.708702,True,Li et. al (2015),Li et. al (2015)
184,23.4,1.4,0.002,29.4,True,Li et. al (2015),Li et. al (2015)
185,39.084504,1.594104,0.0019,82.11885512,True,Li et. al (2015),Li et. al (2015)
186,28.67,1.63,0.0014,81.0,True,Li et. al (2015),Li et. al (2015)
187,64.3,0.975,0.0032,113.0,True,Li et. al (2015),Li et. al (2015)
188,16.73,0.69,0.0032,14.2,True,Li et. al (2015),Li et. al (2015)
189,107.0,2.39,0.0021,622.6693148,True,Li et. al (2015),Li et. al (2015)
190,102.0,2.43,0.00175,608.4273151,True,Li et. al (2015),Li et. al (2015)
191,34.37,3.06,0.0017,140.0,True,Li et. al (2015),Li et. al (2015)
192,25.12,0.78,0.0052,25.0,True,Li et. al (2015),Li et. al (2015)
193,103.05,5.985,0.00098,2012.307732,True,Li et. al (2015),Li et. al (2015)
194,47.749968,1.429512,0.0022,186.8911875,True,Li et. al (2015),Li et. al (2015)
195,79.9,1.37,0.0033,203.0,True,Li et. al (2015),Li et. al (2015)
196,11.59764,0.694944,0.0074,16.14060256,True,Li et. al (2015),Li et. al (2015)
197,195.5,4.74,0.00149,2928.893174,True,Li et. al (2015),Li et. al (2015)
198,17.63,1.79,0.0048,66.0,True,Li et. al (2015),Li et. al (2015)
199,39.33,2.64,0.0009,157.0,True,Li et. al (2015),Li et. al (2015)
200,18.41,1.36,0.0057,58.0,True,Li et. al (2015),Li et. al (2015)
201,17.36,1.78,0.0044,64.0,True,Li et. al (2015),Li et. al (2015)
202,55.78,2.77,0.0007,260.0,True,Li et. al (2015),Li et. al (2015)
203,58.0,3.6,0.0015,370.0,True,Li et. al (2015),Li et. al (2015)
204,76.8,1.49,0.0037,278.0,True,Li et. al (2015),Li et. al (2015)
205,280.0,6.95,0.00052,5440.0,True,Li et. al (2015),Li et. al (2015)
206,19.03,1.36,0.0105,66.0,True,Li et. al (2015),Li et. al (2015)
207,43.9,0.792,0.0035,53.8,True,Li et. al (2015),Li et. al (2015)
208,13.7,1.06,0.0137,36.5,True,Li et. al (2015),Li et. al (2015)
209,7.65048,0.56388,0.0186,5.861587245,True,Li et. al (2015),Li et. al (2015)
210,11.131296,0.524256,0.031,3.398021591,True,Li et. al (2015),Li et. al (2015)
211,42.64,2.09,0.0036,212.0,True,Li et. al (2015),Li et. al (2015)
212,8.430768,0.512064,0.00158,7.079211648,True,Li et. al (2015),Li et. al (2015)
213,59.8932,1.048512,0.0026,116.099071,True,Li et. al (2015),Li et. al (2015)
214,14.04,0.73,0.0064,10.0,True,Li et. al (2015),Li et. al (2015)
215,23.664672,1.0668,0.0053,43.89111222,True,Li et. al (2015),Li et. al (2015)
216,8.644128,0.47244,0.0104,6.22970625,True,Li et. al (2015),Li et. al (2015)
217,21.500592,0.768096,0.0043,25.48516193,True,Li et. al (2015),Li et. al (2015)
218,8.805672,0.347472,0.0213,4.247526989,True,Li et. al (2015),Li et. al (2015)
219,9.84,0.73,0.013,10.7,True,Li et. al (2015),Li et. al (2015)
220,39.9,1.89,0.0074,170.0,True,Li et. al (2015),Li et. al (2015)
221,5.571744,0.249936,0.0195,3.398021591,True,Li et. al (2015),Li et. al (2015)
222,12.874752,0.935736,0.0158,24.918825,True,Li et. al (2015),Li et. al (2015)
223,25.523952,0.728472,0.0022,28.31684659,True,Li et. al (2015),Li et. al (2015)
224,22.728936,1.039368,0.0231,65.12874716,True,Li et. al (2015),Li et. al (2015)
225,35.1,0.762,0.015,52.4,True,Li et. al (2015),Li et. al (2015)
226,27.913584,1.243584,0.005,53.80200852,True,Li et. al (2015),Li et. al (2015)
227,34.024824,1.228344,0.0025,60.31488324,True,Li et. al (2015),Li et. al (2015)
228,34.058352,1.133856,0.0059,56.63369318,True,Li et. al (2015),Li et. al (2015)
229,23.429976,1.167384,0.0055,41.62576449,True,Li et. al (2015),Li et. al (2015)
230,13.47216,0.801624,0.0113,24.918825,True,Li et. al (2015),Li et. al (2015)
231,12.14,2.2,0.001,92.6,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
232,26.2,1.2,0.0016,33.4,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
233,11.5,0.9,0.0025,7.5,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
234,12.13,1.2,0.0025,38.2,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
235,16.5,0.7,0.0028,15.4,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
236,21.9,1.0,0.0029,30.6,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
237,17.3,0.9,0.0032,7.6,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
238,17.8,0.8,0.0034,12.9,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
239,12.12,1.0,0.0035,46.4,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
240,12.8,1.0,0.0037,15.0,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
241,8.4,0.6,0.0046,2.1,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
242,11.6,0.8,0.005,11.9,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
243,12.6,0.7,0.005,9.7,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
244,12.1,1.0,0.0051,21.2,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
245,13.6,0.5,0.0053,4.7,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
246,9.5,0.7,0.0053,4.7,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
247,12.11,1.5,0.0053,57.8,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
248,12.7,0.9,0.0056,10.6,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
249,4.1,0.4,0.0058,1.1,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
250,13.7,0.8,0.0061,7.7,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
251,4.2,0.4,0.0063,1.3,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
252,12.9,0.9,0.0071,15.3,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
253,5.9,0.5,0.0073,1.7,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
254,5.3,0.4,0.0074,1.8,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
255,8.0,0.5,0.0184,4.4,True,Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010)),Trampush et al. (2014) (Agourdis et al (2011) and Brockman (2010))
257,25.1,0.84,0.001,22.2,True,Trampush et al. (2014) (Chaplin (2005)),Trampush et al. (2014) (Chaplin (2005))
258,32.3,0.82,0.001,54.9,True,Trampush et al. (2014) (Chaplin (2005)),Trampush et al. (2014) (Chaplin (2005))
259,34.4,1.55,0.001,67.7,True,Trampush et al. (2014) (Chaplin (2005)),Trampush et al. (2014) (Chaplin (2005))
260,47.9,1.3,0.001,89.1,True,Trampush et al. (2014) (Chaplin (2005)),Trampush et al. (2014) (Chaplin (2005))
