,width,depth,slope,discharge,bankfull,source,site_id
4942,27.5,1.6,0.001,66.3,True,"Phillips, 2021","Phillips, 2021"
4943,35.7,0.8,0.002,33.7,True,"Phillips, 2021","Phillips, 2021"
4944,5.4,0.4,0.009,4.0,True,"Phillips, 2021","Phillips, 2021"
4945,23.7,0.7,0.009,31.1,True,"Phillips, 2021","Phillips, 2021"
4946,29.6,0.8,0.004,46.5,True,"Phillips, 2021","Phillips, 2021"
4947,23.65,0.71,0.009,31.06,True,"Phillips, 2021","Phillips, 2021"
4948,29.4,0.6,0.004,28.3,True,"Phillips, 2021","Phillips, 2021"
4949,17.5,0.68,0.001,9.43,True,"Phillips, 2021","Phillips, 2021"
4950,26.5,1.1,0.004,40.8,True,"Phillips, 2021","Phillips, 2021"
4951,20.79,0.84,0.004,27.47,True,"Phillips, 2021","Phillips, 2021"
4952,3.99,0.4,0.0133,2.62,True,"Phillips, 2021","Phillips, 2021"
4953,1.89,0.21,0.027,0.36,True,"Phillips, 2021","Phillips, 2021"
4954,2.04,0.18,0.0277,0.35,True,"Phillips, 2021","Phillips, 2021"
4955,7.59,0.24,0.02,2.45,True,"Phillips, 2021","Phillips, 2021"
4956,10.09,0.46,0.016,7.87,True,"Phillips, 2021","Phillips, 2021"
4957,5.7,0.7,0.08,6.11,True,"Phillips, 2021","Phillips, 2021"
4958,8.35,0.55,0.0348,8.18,True,"Phillips, 2021","Phillips, 2021"
4959,2.59,0.27,0.0471,0.85,True,"Phillips, 2021","Phillips, 2021"
4960,4.3,0.34,0.0141,2.3,True,"Phillips, 2021","Phillips, 2021"
4961,5.18,0.34,0.0141,2.33,True,"Phillips, 2021","Phillips, 2021"
4962,1.01,0.15,0.0546,0.16,True,"Phillips, 2021","Phillips, 2021"
4963,1.28,0.15,0.0546,0.16,True,"Phillips, 2021","Phillips, 2021"
4964,0.52,0.09,0.0136,0.0255,True,"Phillips, 2021","Phillips, 2021"
4965,13.2,1.04,0.0037,26.99,True,"Phillips, 2021","Phillips, 2021"
4966,12.83,1.19,0.0037,31.25,True,"Phillips, 2021","Phillips, 2021"
4967,6.07,0.49,0.0236,5.95,True,"Phillips, 2021","Phillips, 2021"
4968,1.22,0.12,0.032,0.17,True,"Phillips, 2021","Phillips, 2021"
4969,1.65,0.12,0.0352,0.24,True,"Phillips, 2021","Phillips, 2021"
4970,1.31,0.18,0.0112,0.23,True,"Phillips, 2021","Phillips, 2021"
4971,5.36,0.43,0.0117,3.67,True,"Phillips, 2021","Phillips, 2021"
4972,5.33,0.4,0.0099,2.97,True,"Phillips, 2021","Phillips, 2021"
4973,3.72,0.21,0.0302,0.61,True,"Phillips, 2021","Phillips, 2021"
4974,6.07,0.3,0.046,3.77,True,"Phillips, 2021","Phillips, 2021"
4975,6.71,0.4,0.0109,9.91,True,"Phillips, 2021","Phillips, 2021"
4976,2.47,0.18,0.0114,0.3,True,"Phillips, 2021","Phillips, 2021"
4977,8.96,0.49,0.0047,6.63,True,"Phillips, 2021","Phillips, 2021"
4978,5.36,0.34,0.0142,2.46,True,"Phillips, 2021","Phillips, 2021"
4979,3.78,0.27,0.0211,1.17,True,"Phillips, 2021","Phillips, 2021"
4980,7.41,0.58,0.0097,7.81,True,"Phillips, 2021","Phillips, 2021"
4981,13.23,1.16,0.0022,29.94,True,"Phillips, 2021","Phillips, 2021"
4982,14.33,1.16,0.0022,29.53,True,"Phillips, 2021","Phillips, 2021"
4983,11.37,0.79,0.0067,17.34,True,"Phillips, 2021","Phillips, 2021"
4984,12.28,0.76,0.0067,17.7,True,"Phillips, 2021","Phillips, 2021"
4985,2.93,0.21,0.0244,0.95,True,"Phillips, 2021","Phillips, 2021"
4986,1.55,0.18,0.0445,0.28,True,"Phillips, 2021","Phillips, 2021"
4987,2.65,0.15,0.0959,0.28,True,"Phillips, 2021","Phillips, 2021"
4988,17.98,1.66,0.006,88.89,True,"Phillips, 2021","Phillips, 2021"
4989,11.22,0.46,0.021,9.08,True,"Phillips, 2021","Phillips, 2021"
4990,10.3,0.58,0.006,7.85,True,"Phillips, 2021","Phillips, 2021"
4991,11.25,0.58,0.0075,8.88,True,"Phillips, 2021","Phillips, 2021"
4992,9.45,0.5,0.0114,5.89,True,"Phillips, 2021","Phillips, 2021"
4993,7.92,0.56,0.0125,4.5,True,"Phillips, 2021","Phillips, 2021"
4994,7.32,0.48,0.009,4.02,True,"Phillips, 2021","Phillips, 2021"
4995,3.2,0.34,0.0546,1.15,True,"Phillips, 2021","Phillips, 2021"
4996,3.14,0.12,0.034,0.37,True,"Phillips, 2021","Phillips, 2021"
4997,11.89,0.85,0.0015,25.91,True,"Phillips, 2021","Phillips, 2021"
4998,23.16,1.21,0.000357,32.76,True,"Phillips, 2021","Phillips, 2021"
4999,7.77,0.47,0.0069999999999999,5.78,True,"Phillips, 2021","Phillips, 2021"
5000,22.71,1.22,0.00323,47.06,True,"Phillips, 2021","Phillips, 2021"
5001,44.2,3.46,0.000417,391.06,True,"Phillips, 2021","Phillips, 2021"
5002,5.9,1.5,0.0008,4.5,True,"Phillips, 2021","Phillips, 2021"
5003,51.72,1.25,0.00157,103.0,True,"Phillips, 2021","Phillips, 2021"
5004,17.07,0.55,0.00063,4.6,True,"Phillips, 2021","Phillips, 2021"
5005,140.44,0.89,0.00079,296.48,True,"Phillips, 2021","Phillips, 2021"
5006,214.61,2.0,0.00063,1182.23,True,"Phillips, 2021","Phillips, 2021"
5007,51.67,2.23,0.00013,104.77,True,"Phillips, 2021","Phillips, 2021"
5008,41.73,2.58,0.00086,135.5,True,"Phillips, 2021","Phillips, 2021"
5009,24.06,1.13,0.00052,93.53,True,"Phillips, 2021","Phillips, 2021"
5010,96.41,3.12,0.0001699999999999,52.56,True,"Phillips, 2021","Phillips, 2021"
5011,59.8,3.19,0.0042,295.63,True,"Phillips, 2021","Phillips, 2021"
5012,108.45,2.0,0.0032,310.07,True,"Phillips, 2021","Phillips, 2021"
5013,35.73,2.41,0.00066,88.83,True,"Phillips, 2021","Phillips, 2021"
5014,51.69,2.67,0.0005,224.69,True,"Phillips, 2021","Phillips, 2021"
5015,63.7,1.04,0.00091,81.61,True,"Phillips, 2021","Phillips, 2021"
5016,52.64,1.89,0.00037,165.48,True,"Phillips, 2021","Phillips, 2021"
5017,36.66,2.05,0.0016,76.03,True,"Phillips, 2021","Phillips, 2021"
5018,69.49,0.72,0.0014199999999999,76.99,True,"Phillips, 2021","Phillips, 2021"
5019,85.1,4.39,2e-05,568.04,True,"Phillips, 2021","Phillips, 2021"
5020,15.8,0.79,0.0006,0.63,True,"Phillips, 2021","Phillips, 2021"
5021,6.5,0.85,0.0157,0.47,True,"Phillips, 2021","Phillips, 2021"
5022,4.8,0.46,0.0254,0.19,True,"Phillips, 2021","Phillips, 2021"
5023,9.6,0.49,0.0089,0.4,True,"Phillips, 2021","Phillips, 2021"
5024,4.88,0.67,0.0069,0.99,True,"Phillips, 2021","Phillips, 2021"
5025,3.05,0.72,0.0116,0.59,True,"Phillips, 2021","Phillips, 2021"
5026,11.58,1.24,0.0074,4.81,True,"Phillips, 2021","Phillips, 2021"
5027,16.7,2.32,0.0024,4.73,True,"Phillips, 2021","Phillips, 2021"
5028,5.15,2.15,0.0049,1.59,True,"Phillips, 2021","Phillips, 2021"
5029,16.8,1.58,0.0024,2.15,True,"Phillips, 2021","Phillips, 2021"
5030,3.08,0.13,0.0168,0.14,True,"Phillips, 2021","Phillips, 2021"
5031,1.92,0.29,0.0196,0.0419,True,"Phillips, 2021","Phillips, 2021"
5032,2.87,0.09,0.0195,0.0261,True,"Phillips, 2021","Phillips, 2021"
5033,4.1,0.72,0.0085,0.12,True,"Phillips, 2021","Phillips, 2021"
5034,3.35,0.21,0.0191,0.12,True,"Phillips, 2021","Phillips, 2021"
5035,10.1,0.91,0.0049,0.68,True,"Phillips, 2021","Phillips, 2021"
5036,14.6,1.09,0.0081,1.22,True,"Phillips, 2021","Phillips, 2021"
5037,46.3,1.04,0.0017,109.6,True,"Phillips, 2021","Phillips, 2021"
5038,61.0,1.17,0.0041,127.4,True,"Phillips, 2021","Phillips, 2021"
5039,85.34,2.45,0.0007,258.0,True,"Phillips, 2021","Phillips, 2021"
5040,68.0,1.23,0.0017,163.0,True,"Phillips, 2021","Phillips, 2021"
5041,152.0,1.01,0.0042,510.0,True,"Phillips, 2021","Phillips, 2021"
5042,27.0,3.51,0.002,141.0,True,"Phillips, 2021","Phillips, 2021"
5043,46.0,1.5,0.004,199.0,True,"Phillips, 2021","Phillips, 2021"
5044,37.0,3.51,0.002,73.0,True,"Phillips, 2021","Phillips, 2021"
5045,99.0,2.79,0.0008,368.0,True,"Phillips, 2021","Phillips, 2021"
5046,12.0,0.49,0.0156,8.5,True,"Phillips, 2021","Phillips, 2021"
5047,196.6,5.15,0.0001,2265.35,True,"Phillips, 2021","Phillips, 2021"
5048,594.0,8.84,0.0004,11553.0,True,"Phillips, 2021","Phillips, 2021"
5049,10.0,0.82,0.0099,13.5,True,"Phillips, 2021","Phillips, 2021"
5050,10.0,0.37,0.0152,5.5,True,"Phillips, 2021","Phillips, 2021"
5051,13.0,0.3,0.0495,5.24,True,"Phillips, 2021","Phillips, 2021"
5052,6.0,0.49,0.035,6.3,True,"Phillips, 2021","Phillips, 2021"
5053,7.0,0.46,0.0604,6.85,True,"Phillips, 2021","Phillips, 2021"
5054,2.44,0.27,0.0369,1.51,True,"Phillips, 2021","Phillips, 2021"
5055,8.0,0.37,0.0162,5.5,True,"Phillips, 2021","Phillips, 2021"
5056,15.0,0.73,0.0106,25.3,True,"Phillips, 2021","Phillips, 2021"
5057,8.0,0.46,0.0263,5.9,True,"Phillips, 2021","Phillips, 2021"
5058,10.0,0.61,0.013,11.6,True,"Phillips, 2021","Phillips, 2021"
5059,9.0,0.76,0.0169,16.7,True,"Phillips, 2021","Phillips, 2021"
5060,2.74,0.46,0.052,2.75,True,"Phillips, 2021","Phillips, 2021"
5061,3.0,0.3,0.013,0.54,True,"Phillips, 2021","Phillips, 2021"
5062,3.0,0.4,0.0625,2.25,True,"Phillips, 2021","Phillips, 2021"
5063,5.0,0.27,0.0009,1.7,True,"Phillips, 2021","Phillips, 2021"
5064,10.0,0.73,0.0025,7.62,True,"Phillips, 2021","Phillips, 2021"
5065,13.0,0.4,0.046,8.92,True,"Phillips, 2021","Phillips, 2021"
5066,5.0,0.24,0.081,1.52,True,"Phillips, 2021","Phillips, 2021"
5067,9.0,0.37,0.051,6.29,True,"Phillips, 2021","Phillips, 2021"
5068,3.0,0.4,0.0165,1.06,True,"Phillips, 2021","Phillips, 2021"
5069,7.0,0.37,0.0356,2.42,True,"Phillips, 2021","Phillips, 2021"
5070,50.0,1.3,0.0046,145.0,True,"Phillips, 2021","Phillips, 2021"
5071,50.0,1.5,0.0018,156.0,True,"Phillips, 2021","Phillips, 2021"
5072,12.0,0.55,0.0118,10.2,True,"Phillips, 2021","Phillips, 2021"
5073,6.0,0.3,0.026,3.4,True,"Phillips, 2021","Phillips, 2021"
5074,9.0,0.55,0.0157,8.86,True,"Phillips, 2021","Phillips, 2021"
5075,9.0,0.73,0.0124,12.9,True,"Phillips, 2021","Phillips, 2021"
5076,10.0,0.37,0.0128,5.83,True,"Phillips, 2021","Phillips, 2021"
5077,12.0,0.34,0.0148,7.73,True,"Phillips, 2021","Phillips, 2021"
5078,24.0,0.76,0.004,28.3,True,"Phillips, 2021","Phillips, 2021"
5079,4.0,0.52,0.0307,3.51,True,"Phillips, 2021","Phillips, 2021"
5080,7.0,0.52,0.0208,6.2,True,"Phillips, 2021","Phillips, 2021"
5081,14.0,0.52,0.0089,17.0,True,"Phillips, 2021","Phillips, 2021"
5082,2.0,0.37,0.0755,1.9,True,"Phillips, 2021","Phillips, 2021"
5083,16.0,0.98,0.0036,20.2,True,"Phillips, 2021","Phillips, 2021"
5084,9.91,0.54,0.013,8.44,True,"Phillips, 2021","Phillips, 2021"
5085,12.34,0.83,0.003,8.72,True,"Phillips, 2021","Phillips, 2021"
5086,3.93,0.49,0.004,1.87,True,"Phillips, 2021","Phillips, 2021"
5087,8.84,0.54,0.013,6.29,True,"Phillips, 2021","Phillips, 2021"
5088,23.53,0.68,0.003,14.61,True,"Phillips, 2021","Phillips, 2021"
5089,12.1,0.48,0.017,9.43,True,"Phillips, 2021","Phillips, 2021"
5090,12.34,0.62,0.021,11.55,True,"Phillips, 2021","Phillips, 2021"
5091,24.84,0.65,0.016,30.89,True,"Phillips, 2021","Phillips, 2021"
5092,45.63,0.8,0.012,76.71,True,"Phillips, 2021","Phillips, 2021"
5093,22.59,1.02,0.004,36.36,True,"Phillips, 2021","Phillips, 2021"
5094,16.49,0.94,0.01,25.26,True,"Phillips, 2021","Phillips, 2021"
5095,22.07,0.79,0.011,30.04,True,"Phillips, 2021","Phillips, 2021"
5096,26.82,0.39,0.002,5.72,True,"Phillips, 2021","Phillips, 2021"
5097,17.62,0.76,0.01,26.36,True,"Phillips, 2021","Phillips, 2021"
5098,15.7,0.64,0.005,13.2,True,"Phillips, 2021","Phillips, 2021"
5099,12.07,0.76,0.0069999999999999,11.38,True,"Phillips, 2021","Phillips, 2021"
5100,12.34,0.65,0.021,13.71,True,"Phillips, 2021","Phillips, 2021"
5101,13.08,0.41,0.01,5.55,True,"Phillips, 2021","Phillips, 2021"
5102,49.13,1.24,0.012,149.71,True,"Phillips, 2021","Phillips, 2021"
5103,15.03,0.91,0.0139999999999999,27.61,True,"Phillips, 2021","Phillips, 2021"
5104,20.03,0.69,0.0139999999999999,24.81,True,"Phillips, 2021","Phillips, 2021"
5105,9.57,0.8,0.001,7.05,True,"Phillips, 2021","Phillips, 2021"
5106,23.07,0.73,0.013,31.01,True,"Phillips, 2021","Phillips, 2021"
5107,14.54,1.03,0.001,20.87,True,"Phillips, 2021","Phillips, 2021"
5108,18.56,0.56,0.015,17.13,True,"Phillips, 2021","Phillips, 2021"
5109,35.2,0.46,0.011,25.6,True,"Phillips, 2021","Phillips, 2021"
5110,42.73,0.96,0.009,92.65,True,"Phillips, 2021","Phillips, 2021"
5111,29.41,0.87,0.006,37.77,True,"Phillips, 2021","Phillips, 2021"
5112,14.48,0.52,0.02,9.51,True,"Phillips, 2021","Phillips, 2021"
5113,7.92,0.38,0.0139999999999999,3.68,True,"Phillips, 2021","Phillips, 2021"
5114,7.71,0.48,0.003,3.79,True,"Phillips, 2021","Phillips, 2021"
5115,20.18,1.05,0.003,27.21,True,"Phillips, 2021","Phillips, 2021"
5116,9.63,0.61,0.005,5.75,True,"Phillips, 2021","Phillips, 2021"
5117,244.0,4.36,0.0015,2270.0,True,"Phillips, 2021","Phillips, 2021"
5118,38.4,1.37,0.004,39.13,True,"Phillips, 2021","Phillips, 2021"
5119,39.62,1.8,0.00056,77.02,True,"Phillips, 2021","Phillips, 2021"
5120,21.03,1.75,0.0022,18.07,True,"Phillips, 2021","Phillips, 2021"
5121,436.0,2.7,0.0002399999999999,1532.0,True,"Phillips, 2021","Phillips, 2021"
5122,78.0,1.1,0.0002399999999999,39.0,True,"Phillips, 2021","Phillips, 2021"
5123,171.0,0.7,0.0002399999999999,55.0,True,"Phillips, 2021","Phillips, 2021"
5124,282.0,1.1,0.0002399999999999,276.0,True,"Phillips, 2021","Phillips, 2021"
5125,113.0,2.0,0.0002399999999999,256.0,True,"Phillips, 2021","Phillips, 2021"
5126,151.0,2.7,0.0002399999999999,640.0,True,"Phillips, 2021","Phillips, 2021"
5127,181.0,2.6,0.0002399999999999,249.0,True,"Phillips, 2021","Phillips, 2021"
5128,363.0,1.9,0.0002399999999999,730.0,True,"Phillips, 2021","Phillips, 2021"
5129,146.0,1.0,0.00027,127.0,True,"Phillips, 2021","Phillips, 2021"
5130,132.0,1.9,0.00027,326.0,True,"Phillips, 2021","Phillips, 2021"
5131,200.0,1.7,0.00027,220.0,True,"Phillips, 2021","Phillips, 2021"
5132,183.0,2.5,0.0002399999999999,335.0,True,"Phillips, 2021","Phillips, 2021"
5133,58.0,3.5,0.00027,228.0,True,"Phillips, 2021","Phillips, 2021"
5134,568.0,2.3,0.00027,1374.0,True,"Phillips, 2021","Phillips, 2021"
5135,56.0,3.5,0.00027,235.0,True,"Phillips, 2021","Phillips, 2021"
5136,504.0,2.2,0.00027,1094.0,True,"Phillips, 2021","Phillips, 2021"
5137,144.0,0.9,0.00027,66.0,True,"Phillips, 2021","Phillips, 2021"
5138,118.0,1.9,0.00027,204.0,True,"Phillips, 2021","Phillips, 2021"
5139,428.0,2.7,0.00027,943.0,True,"Phillips, 2021","Phillips, 2021"
5140,145.0,1.9,0.00027,274.0,True,"Phillips, 2021","Phillips, 2021"
5141,254.0,1.2,0.00027,226.0,True,"Phillips, 2021","Phillips, 2021"
5142,335.0,0.9,0.00027,193.0,True,"Phillips, 2021","Phillips, 2021"
5143,170.0,3.5,0.0002399999999999,387.0,True,"Phillips, 2021","Phillips, 2021"
5144,217.0,2.0,0.00027,363.0,True,"Phillips, 2021","Phillips, 2021"
5145,38.0,2.2,0.00027,87.0,True,"Phillips, 2021","Phillips, 2021"
5146,996.0,2.3,0.00022,2846.0,True,"Phillips, 2021","Phillips, 2021"
5147,119.0,4.3,0.00022,408.0,True,"Phillips, 2021","Phillips, 2021"
5148,370.0,2.0,0.0001899999999999,713.0,True,"Phillips, 2021","Phillips, 2021"
5149,345.0,5.4,0.0004799999999999,2462.0,True,"Phillips, 2021","Phillips, 2021"
5150,558.0,4.6,0.0004799999999999,2819.0,True,"Phillips, 2021","Phillips, 2021"
5151,559.0,2.2,0.0004799999999999,2584.0,True,"Phillips, 2021","Phillips, 2021"
5152,60.0,2.4,0.00042,111.0,True,"Phillips, 2021","Phillips, 2021"
5153,68.0,2.4,0.00042,113.0,True,"Phillips, 2021","Phillips, 2021"
5154,29.0,2.0,0.0002399999999999,45.0,True,"Phillips, 2021","Phillips, 2021"
5155,65.0,2.6,0.00042,114.0,True,"Phillips, 2021","Phillips, 2021"
5156,68.0,5.3,0.00042,113.0,True,"Phillips, 2021","Phillips, 2021"
5157,53.0,1.4,0.00042,57.0,True,"Phillips, 2021","Phillips, 2021"
5158,52.0,3.8,0.00042,123.0,True,"Phillips, 2021","Phillips, 2021"
5159,38.0,3.5,0.00042,98.0,True,"Phillips, 2021","Phillips, 2021"
5160,30.0,0.7,0.00042,9.0,True,"Phillips, 2021","Phillips, 2021"
5161,72.0,0.5,0.00042,16.0,True,"Phillips, 2021","Phillips, 2021"
5162,50.0,0.5,0.00042,9.0,True,"Phillips, 2021","Phillips, 2021"
5163,32.0,0.8,0.00042,8.0,True,"Phillips, 2021","Phillips, 2021"
5164,51.0,1.3,0.00042,11.0,True,"Phillips, 2021","Phillips, 2021"
5165,639.0,2.4,0.0002399999999999,2197.0,True,"Phillips, 2021","Phillips, 2021"
5166,40.0,1.5,0.00042,18.0,True,"Phillips, 2021","Phillips, 2021"
5167,73.0,0.7,0.00042,9.0,True,"Phillips, 2021","Phillips, 2021"
5168,647.0,2.3,0.0002399999999999,2102.0,True,"Phillips, 2021","Phillips, 2021"
5169,78.0,1.1,0.0002399999999999,42.0,True,"Phillips, 2021","Phillips, 2021"
5170,200.0,3.0,0.0002399999999999,808.0,True,"Phillips, 2021","Phillips, 2021"
5171,182.0,3.0,0.0002399999999999,749.0,True,"Phillips, 2021","Phillips, 2021"
5172,37.2,1.4,0.0031,66.5,True,"Phillips, 2021","Phillips, 2021"
5173,36.9,1.6,0.003,102.8,True,"Phillips, 2021","Phillips, 2021"
5174,36.9,1.6,0.003,102.8,True,"Phillips, 2021","Phillips, 2021"
5175,3.0,0.5,0.0066,1.1,True,"Phillips, 2021","Phillips, 2021"
5176,17.2,1.1,0.0017,19.3,True,"Phillips, 2021","Phillips, 2021"
5177,15.9,0.8,0.019,15.3,True,"Phillips, 2021","Phillips, 2021"
5178,28.2,1.1,0.0095,63.7,True,"Phillips, 2021","Phillips, 2021"
5179,17.3,0.7,0.0053,29.7,True,"Phillips, 2021","Phillips, 2021"
5180,27.1,0.9,0.0073,34.3,True,"Phillips, 2021","Phillips, 2021"
5181,19.4,1.6,0.0011,44.7,True,"Phillips, 2021","Phillips, 2021"
5182,11.2,0.9,0.0036,9.2,True,"Phillips, 2021","Phillips, 2021"
5183,10.9,0.4,0.0055,4.0,True,"Phillips, 2021","Phillips, 2021"
5184,8.5,0.6,0.0059,5.1,True,"Phillips, 2021","Phillips, 2021"
5185,2.7,0.2,0.0123,0.4,True,"Phillips, 2021","Phillips, 2021"
5186,35.7,1.5,0.0035,81.6,True,"Phillips, 2021","Phillips, 2021"
5187,13.4,0.8,0.0054,17.8,True,"Phillips, 2021","Phillips, 2021"
5188,32.6,1.5,0.0038,62.0,True,"Phillips, 2021","Phillips, 2021"
5189,20.6,0.8,0.0036,14.7,True,"Phillips, 2021","Phillips, 2021"
5190,17.9,0.9,0.0027,22.1,True,"Phillips, 2021","Phillips, 2021"
5191,27.7,1.3,0.0013,80.4,True,"Phillips, 2021","Phillips, 2021"
5192,7.68,0.52,0.0047,3.17,True,"Phillips, 2021","Phillips, 2021"
5193,5.3,0.5,0.0035,2.6,True,"Phillips, 2021","Phillips, 2021"
5194,25.3,1.2,0.0033,68.5,True,"Phillips, 2021","Phillips, 2021"
5195,66.4,0.9,0.0016,66.8,True,"Phillips, 2021","Phillips, 2021"
5196,45.4,1.7,0.0016,104.8,True,"Phillips, 2021","Phillips, 2021"
5197,16.9,0.6,0.0119,13.1,True,"Phillips, 2021","Phillips, 2021"
5198,23.8,1.3,0.0124,59.7,True,"Phillips, 2021","Phillips, 2021"
5199,3.0,0.3,0.0241,1.6,True,"Phillips, 2021","Phillips, 2021"
5200,35.7,1.5,0.0022,67.4,True,"Phillips, 2021","Phillips, 2021"
5201,8.0,0.5,0.0228,3.1,True,"Phillips, 2021","Phillips, 2021"
5202,46.6,1.1,0.0033,85.2,True,"Phillips, 2021","Phillips, 2021"
5203,7.1,0.4,0.022,6.7,True,"Phillips, 2021","Phillips, 2021"
5204,27.9,1.4,0.0022,38.2,True,"Phillips, 2021","Phillips, 2021"
5205,31.4,1.3,0.0052,83.8,True,"Phillips, 2021","Phillips, 2021"
5206,22.2,1.0,0.0022,32.6,True,"Phillips, 2021","Phillips, 2021"
5207,34.4,1.4,0.0024,67.7,True,"Phillips, 2021","Phillips, 2021"
5208,28.9,1.0,0.0035,34.0,True,"Phillips, 2021","Phillips, 2021"
5209,40.8,1.4,0.0048,94.6,True,"Phillips, 2021","Phillips, 2021"
5210,11.8,0.7,0.0044,7.5,True,"Phillips, 2021","Phillips, 2021"
5211,40.2,1.1,0.0028,78.4,True,"Phillips, 2021","Phillips, 2021"
5212,50.3,1.2,0.0035,91.2,True,"Phillips, 2021","Phillips, 2021"
5213,18.0,0.58,0.011,11.9,True,"Phillips, 2021","Phillips, 2021"
5214,43.9,0.79,0.0035,53.8,True,"Phillips, 2021","Phillips, 2021"
5215,51.2,1.16,0.0054,122.0,True,"Phillips, 2021","Phillips, 2021"
5216,38.1,2.04,0.00055,113.0,True,"Phillips, 2021","Phillips, 2021"
5217,79.9,1.37,0.0033,203.0,True,"Phillips, 2021","Phillips, 2021"
5218,23.4,1.4,0.002,29.4,True,"Phillips, 2021","Phillips, 2021"
5219,22.9,2.04,0.0014,46.2,True,"Phillips, 2021","Phillips, 2021"
5220,95.1,5.0,0.00011,608.9,True,"Phillips, 2021","Phillips, 2021"
5221,18.6,1.1,0.00036,7.9,True,"Phillips, 2021","Phillips, 2021"
5222,49.4,1.1,0.0057,166.0,True,"Phillips, 2021","Phillips, 2021"
5223,31.1,1.22,0.0036,62.3,True,"Phillips, 2021","Phillips, 2021"
5224,123.0,3.84,0.00035,1020.0,True,"Phillips, 2021","Phillips, 2021"
5225,59.4,1.28,0.0021,187.0,True,"Phillips, 2021","Phillips, 2021"
5226,35.1,0.76,0.015,52.4,True,"Phillips, 2021","Phillips, 2021"
5227,280.0,6.95,0.00052,5440.0,True,"Phillips, 2021","Phillips, 2021"
5228,126.0,2.38,0.0016,510.0,True,"Phillips, 2021","Phillips, 2021"
5229,30.5,0.95,0.0024,42.5,True,"Phillips, 2021","Phillips, 2021"
5230,64.3,0.98,0.0032,113.0,True,"Phillips, 2021","Phillips, 2021"
5231,76.8,1.49,0.0037,278.0,True,"Phillips, 2021","Phillips, 2021"
5232,441.96,5.33,9e-05,2605.15,True,"Phillips, 2021","Phillips, 2021"
5233,38.71,7.19,0.0005,396.44,True,"Phillips, 2021","Phillips, 2021"
5234,59.44,2.62,0.00011,107.32,True,"Phillips, 2021","Phillips, 2021"
5235,46.33,3.2,0.0005099999999999,130.26,True,"Phillips, 2021","Phillips, 2021"
5236,737.62,11.19,7.4e-05,16706.94,True,"Phillips, 2021","Phillips, 2021"
5237,79.25,4.15,0.00033,566.34,True,"Phillips, 2021","Phillips, 2021"
5238,225.25,2.74,0.0003,849.51,True,"Phillips, 2021","Phillips, 2021"
5239,42.06,3.78,0.0002,148.95,True,"Phillips, 2021","Phillips, 2021"
5240,76.0,1.7,0.0019,178.0,True,"Phillips, 2021","Phillips, 2021"
5241,44.0,0.79,0.0035,53.0,True,"Phillips, 2021","Phillips, 2021"
5242,168.0,2.46,0.0012,1075.0,True,"Phillips, 2021","Phillips, 2021"
5243,77.0,1.49,0.0037,277.0,True,"Phillips, 2021","Phillips, 2021"
5244,49.0,1.09,0.0057,165.0,True,"Phillips, 2021","Phillips, 2021"
5245,85.0,3.29,0.0012,933.0,True,"Phillips, 2021","Phillips, 2021"
5246,30.0,0.94,0.0024,42.0,True,"Phillips, 2021","Phillips, 2021"
5247,31.0,1.24,0.0032,65.0,True,"Phillips, 2021","Phillips, 2021"
5248,18.0,0.57,0.011,11.0,True,"Phillips, 2021","Phillips, 2021"
5249,24.0,0.58,0.019,20.0,True,"Phillips, 2021","Phillips, 2021"
5250,80.0,1.37,0.0033,203.0,True,"Phillips, 2021","Phillips, 2021"
5251,41.0,1.67,0.0036,141.0,True,"Phillips, 2021","Phillips, 2021"
5252,59.0,1.28,0.0021,186.0,True,"Phillips, 2021","Phillips, 2021"
5253,111.0,3.84,0.00094,1839.0,True,"Phillips, 2021","Phillips, 2021"
5254,29.0,1.5,0.0014,55.0,True,"Phillips, 2021","Phillips, 2021"
5255,82.0,5.0,0.0012,1416.0,True,"Phillips, 2021","Phillips, 2021"
5256,134.0,4.57,0.00084,1811.0,True,"Phillips, 2021","Phillips, 2021"
5257,53.0,2.22,0.00059,268.0,True,"Phillips, 2021","Phillips, 2021"
5258,126.0,2.37,0.0016,509.0,True,"Phillips, 2021","Phillips, 2021"
5259,121.0,1.98,0.0017,486.0,True,"Phillips, 2021","Phillips, 2021"
5260,475.0,11.15,0.00022,14998.0,True,"Phillips, 2021","Phillips, 2021"
5261,479.0,5.82,0.00074,7782.0,True,"Phillips, 2021","Phillips, 2021"
5262,549.0,7.6,0.00069,9004.0,True,"Phillips, 2021","Phillips, 2021"
5263,31.0,1.21,0.0036,62.0,True,"Phillips, 2021","Phillips, 2021"
5264,123.0,3.84,0.00035,1018.0,True,"Phillips, 2021","Phillips, 2021"
5265,28.0,3.41,0.0012,130.0,True,"Phillips, 2021","Phillips, 2021"
5266,27.0,1.58,0.0005099999999999,42.0,True,"Phillips, 2021","Phillips, 2021"
5267,280.0,6.94,0.00052,5433.0,True,"Phillips, 2021","Phillips, 2021"
5268,119.0,2.31,0.002,489.0,True,"Phillips, 2021","Phillips, 2021"
5269,51.0,1.15,0.0054,121.0,True,"Phillips, 2021","Phillips, 2021"
5270,35.0,2.04,0.0008,100.0,True,"Phillips, 2021","Phillips, 2021"
5271,50.0,2.16,0.00079,203.0,True,"Phillips, 2021","Phillips, 2021"
5272,38.0,2.04,0.00055,113.0,True,"Phillips, 2021","Phillips, 2021"
