,width,depth,velocity,d50,d84,slope,discharge,river_class,bankfull,source,DOI,primary_source,site_id,notes,area,sed_discharge,d90,bedload_discharge,erosion_rate
3326,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3327,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3328,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3329,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3330,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3331,,,,,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3332,,,,,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3333,,,,0.09,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3334,,,,0.09,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3335,,,,0.045,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3336,,,,,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3337,,,,,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3338,,,,,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3339,,,,,,,5.627315893213235,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90400000.0,,,,
3340,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3341,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3342,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3343,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3344,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3345,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3346,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3347,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3348,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3349,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3350,,,,,,,5.585188572135292,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,89700000.0,,,,
3351,,,,0.045,,,5.5189663183274655,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88600000.0,,,,
3352,,,,,,,5.5189663183274655,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88600000.0,,,,
3353,,,,,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3354,,,,0.045,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3355,8.0,,,0.022,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3356,,,,,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3357,,,,,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3358,,,,,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3359,,,,,,,5.512944759443892,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88500000.0,,,,
3360,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3361,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3362,,,,0.045,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3363,,,,0.045,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3364,,,,0.045,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3365,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3366,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3367,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3368,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3369,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3370,,,,0.045,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3371,8.0,,,0.09,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3372,8.0,,,0.09,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3373,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3374,,,,,,,5.5069229737552865,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88400000.0,,,,
3375,,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3376,8.0,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3377,8.0,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3378,8.0,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3379,,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3380,,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3381,7.0,,,0.09,,,5.500900960996524,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88300000.0,,,,
3382,8.0,,,0.09,,,5.494878720901872,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88200000.0,,,,
3383,,,,0.09,,,5.494878720901872,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88200000.0,,,,
3384,8.0,,,0.022,,,5.494878720901872,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,88200000.0,,,,
3385,6.0,,,0.09,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3386,7.0,,,0.09,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3387,8.0,,,0.09,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3388,8.0,,,0.011,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3389,6.0,,,0.045,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3390,8.0,,,0.045,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3391,6.0,,,0.09,,,5.356303833529662,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85900000.0,,,,
3392,,,,,,,5.350276056028233,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85800000.0,,,,
3393,,,,,,,5.350276056028233,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85800000.0,,,,
3394,,,,,,,5.350276056028233,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85800000.0,,,,
3395,6.0,,,0.045,,,5.350276056028233,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85800000.0,,,,
3396,8.0,,,0.09,,,5.350276056028233,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85800000.0,,,,
3397,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3398,5.0,,,0.09,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3399,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3400,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3401,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3402,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3403,4.0,,,0.022,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3404,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3405,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3406,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3407,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3408,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3409,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3410,,,,,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3411,,,,0.022,,,5.344248044342811,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85700000.0,,,,
3412,,,,0.022,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3413,,,,0.011,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3414,,,,0.045,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3415,,,,0.09,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3416,,,,0.045,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3417,,,,,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3418,,,,,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3419,8.0,,,0.011,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3420,,,,0.011,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3421,,,,0.09,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3422,,,,0.09,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3423,,,,0.09,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3424,,,,0.09,,,5.338219798191021,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85600000.0,,,,
3425,,,,0.011,,,5.332191317289819,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85500000.0,,,,
3426,6.0,,,0.011,,,5.332191317289819,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,85500000.0,,,,
3427,,,,0.011,,,4.873317290431706,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77900000.0,,,,
3428,,,,0.011,,,4.8672698267420405,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77800000.0,,,,
3429,,,,0.045,,,4.8672698267420405,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77800000.0,,,,
3430,,,,,,,4.8672698267420405,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77800000.0,,,,
3431,,,,,,,4.8672698267420405,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77800000.0,,,,
3432,,,,0.045,,,4.861222103943766,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77700000.0,,,,
3433,,,,0.09,,,4.861222103943766,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77700000.0,,,,
3434,,,,,,,4.861222103943766,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,77700000.0,,,,
3435,5.0,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3436,4.9,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3437,4.5,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3438,4.0,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3439,4.2,,,0.128,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3440,5.1,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3441,,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3442,3.9,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3443,,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3444,4.2,,,,,,0.11393429316454805,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1600000.0,,,,
3445,,,,,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3446,,,,,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3447,5.6,,,,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3448,4.5,,,,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3449,4.0,,,0.128,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3450,4.3,,,,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3451,5.0,,,0.18,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3452,4.9,,,0.18,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3453,5.0,,,0.18,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3454,5.0,,,0.18,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3455,4.5,,,0.09,,,0.12081080266845134,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,1700000.0,,,,
3456,4.6,,,0.09,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3457,5.9,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3458,4.9,,,0.09,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3459,,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3460,4.3,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3461,4.4,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3462,3.9,,,0.18,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3463,5.0,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3464,5.0,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3465,4.0,,,,,,0.18217105865782313,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2600000.0,,,,
3466,5.0,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3467,5.4,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3468,5.3,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3469,5.3,,,0.128,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3470,5.7,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3471,5.3,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3472,4.9,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3473,5.8,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3474,,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3475,,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3476,,,,,,,0.18893979993304563,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,2700000.0,,,,
3477,,,,,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3478,6.6,,,0.256,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3479,6.2,,,0.256,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3480,7.0,,,0.18,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3481,5.7,,,,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3482,,,,0.128,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3483,5.6,,,0.18,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3484,7.0,,,0.18,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
3485,7.4,,,,,,0.8054359382633128,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,12100000.0,,,,
