,width,depth,velocity,d50,d84,slope,discharge,river_class,bankfull,source,DOI,primary_source,site_id,notes,area,sed_discharge,d90,bedload_discharge,erosion_rate
3160,10.0,,,0.011,,,6.802753609734075,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110000000.0,,,,
3161,7.0,,,0.09,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3162,8.0,,,0.09,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3163,8.0,,,0.09,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3164,12.0,,,0.022,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3165,10.0,,,0.022,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3166,,,,0.09,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3167,12.0,,,0.011,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3168,10.0,,,0.09,,,6.808731696598594,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110100000.0,,,,
3169,8.0,,,0.09,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3170,10.0,,,0.512,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3171,10.0,,,0.09,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3172,8.0,,,0.256,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3173,10.0,,,0.09,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3174,10.0,,,0.256,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3175,10.0,,,0.002,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3176,,,,0.09,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3177,8.0,,,0.256,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3178,6.0,,,0.256,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3179,8.0,,,0.002,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3180,,,,0.022,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3181,6.0,,,0.022,,,6.814709602476215,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,110200000.0,,,,
3182,,,,,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3183,,,,,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3184,10.0,,,0.256,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3185,10.0,,,0.002,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3186,,,,0.011,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3187,10.0,,,0.011,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3188,10.0,,,0.09,,,6.323904630906377,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102000000.0,,,,
3189,,,,0.09,,,6.323904630906377,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102000000.0,,,,
3190,,,,0.09,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3191,,,,,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3192,,,,0.09,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3193,8.0,,,0.045,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3194,10.0,,,0.011,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3195,,,,,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3196,8.0,,,0.011,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3197,,,,,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3198,9.0,,,0.011,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3199,8.0,,,0.011,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3200,,,,,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3201,,,,0.09,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3202,5.0,,,0.011,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3203,7.0,,,0.011,,,6.353868401563946,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,102500000.0,,,,
3204,10.0,,,0.002,,,6.479663321570776,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104600000.0,,,,
3205,10.0,,,0.002,,,6.479663321570776,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104600000.0,,,,
3206,,,,,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3207,10.0,,,0.002,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3208,8.0,,,0.002,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3209,8.0,,,1.024,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3210,4.0,,,0.256,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3211,2.0,,,1.024,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3212,5.0,,,0.011,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3213,2.5,,,0.512,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3214,2.0,,,0.011,,,6.485651442769078,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,104700000.0,,,,
3215,7.0,,,0.002,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3216,8.0,,,0.256,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3217,8.0,,,0.002,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3218,10.0,,,0.002,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3219,8.0,,,0.002,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3220,5.0,,,0.09,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3221,5.0,,,0.011,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3222,5.0,,,0.09,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3223,3.0,,,,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3224,4.0,,,0.011,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3225,10.0,,,0.011,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3226,8.0,,,0.045,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3227,8.0,,,0.256,,,6.58143558175507,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106300000.0,,,,
3228,8.0,,,0.011,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3229,8.0,,,0.022,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3230,10.0,,,0.256,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3231,,,,0.256,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3232,6.0,,,0.512,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3233,8.0,,,0.011,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3234,6.0,,,0.011,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3235,3.0,,,0.011,,,6.58742048737879,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106400000.0,,,,
3236,3.0,,,0.256,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3237,6.0,,,0.011,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3238,8.0,,,0.045,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3239,5.0,,,0.256,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3240,7.0,,,0.002,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3241,,,,0.002,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3242,,,,,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3243,,,,,,,6.593405205508373,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,106500000.0,,,,
3244,,,,,,,6.317911289993624,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101900000.0,,,,
3245,10.0,,,0.022,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3246,,,,,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3247,,,,,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3248,10.0,,,0.002,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3249,8.0,,,0.011,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3250,9.0,,,0.011,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3251,12.0,,,0.011,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3252,8.0,,,0.011,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3253,10.0,,,0.09,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3254,10.0,,,0.045,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3255,10.0,,,0.011,,,6.311917753024611,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101800000.0,,,,
3256,7.0,,,0.09,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3257,6.0,,,0.09,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3258,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3259,,,,0.09,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3260,11.0,,,0.011,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3261,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3262,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3263,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3264,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3265,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3266,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3267,,,,0.011,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3268,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3269,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3270,,,,,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3271,10.0,,,0.011,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3272,10.0,,,0.011,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3273,10.0,,,0.011,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3274,9.0,,,0.002,,,6.305924019800324,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101700000.0,,,,
3275,,,,,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3276,10.0,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3277,10.0,,,0.045,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3278,,,,,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3279,7.0,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3280,6.0,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3281,,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3282,,,,,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3283,,,,,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3284,,,,,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3285,,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3286,10.0,,,0.011,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3287,10.0,,,0.011,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3288,7.0,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3289,9.0,,,0.09,,,6.299930090121352,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101600000.0,,,,
3290,4.0,,,0.011,,,6.2939359637878844,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101500000.0,,,,
3291,12.0,,,0.09,,,6.2939359637878844,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101500000.0,,,,
3292,10.0,,,0.09,,,6.2939359637878844,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101500000.0,,,,
3293,6.0,,,0.045,,,6.287941640599715,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101400000.0,,,,
3294,10.0,,,0.011,,,6.281947120356228,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101300000.0,,,,
3295,10.0,,,0.011,,,6.281947120356228,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101300000.0,,,,
3296,4.0,,,0.09,,,6.281947120356228,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101300000.0,,,,
3297,10.0,,,0.011,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3298,11.0,,,0.09,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3299,,,,0.011,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3300,,,,0.09,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3301,,,,0.09,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3302,,,,0.09,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3303,,,,,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3304,,,,,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3305,8.0,,,0.011,,,6.2759524028564115,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,101200000.0,,,,
3306,6.0,,,0.09,,,6.227987537374478,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100400000.0,,,,
3307,,,,0.011,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3308,14.0,,,0.011,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3309,10.0,,,0.011,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3310,2.0,,,0.011,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3311,2.0,,,0.011,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3312,7.0,,,0.045,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3313,7.0,,,0.045,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3314,8.0,,,0.09,,,6.221991035455017,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100300000.0,,,,
3315,12.0,,,0.011,,,6.215994334246671,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100200000.0,,,,
3316,,,,,,,6.215994334246671,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100200000.0,,,,
3317,10.0,,,0.09,,,6.215994334246671,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,100200000.0,,,,
3318,10.0,,,0.022,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3319,8.0,,,0.09,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3320,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3321,5.0,,,0.09,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3322,,,,0.09,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3323,7.0,,,0.09,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3324,,,,,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
3325,,,,0.09,,,5.633333192377832,-1.0,True,DiBiase 2011 - PhD dissertation,,DiBiase 2011 - PhD dissertation,San Gabriels,,90500000.0,,,,
