Avulsion Name,source,geometry,num_icesat_measurements,num_fabdem_measurements,method_used,dist_mtn_front_to_avulsion_m,total_transport_distance_m,normalized_distance,geomorphology,sar1,sar2,sar3,sar_mean,sar1_distance_m,sar2_distance_m,sar3_distance_m,sm1,sm2,sm3,are1_m,fpe1_m,wse1_m,are2_m,fpe2_m,wse2_m,are3_m,fpe3_m,wse3_m,width_m,discharge_min_cms,discharge_mean_cms,discharge_max_cms,se_1,se_2,se_3,se_std,sm_mean,gamma,spr,gamma_error_upper,gamma_error_lower,corrected_discharge,xgb_depth,har1_m,har2_m,har3_m,a,b,a1,b1,a2,b2,a3,b3,a_over_b,beta,beta_sem,lambda,ab_flag,beta_uncertainty,sar_mean_error,sm_mean_error,log_gamma,log_sar_mean_SE,log_sm_mean_SE,log_gamma_error,yerr_upper_relative,yerr_lower_relative,se_max1,se_max2,se_max3
RUS_002_1996,brooke et. al. 2022,POINT (93.0771271999232 50.4812434231501),1,2,3,729789,734937.0,0.992995318,Delta,0.003,0.00045,0.00211,0.0027033333333333,384.7147666666615,2133.3333333331616,516.5876777251336,0.00082,0.00048,0.00075,718.3684082,717.2142639,717.0,764.16,763.2,763.16,764.26,763.17,763.26,50.0,0.093,0.346,0.752,0.6978600553505686,0.746834561686962,0.8479684085821646,0.076549629836485,0.0006833333333333,3.95609756097561,1453.1638800000003,1.4663888521289627,1.0698371410077598,2.279475479004137,0.28542525,1.1541442999999845,0.9599999999999228,1.0900000000000318,1.1228027333333257,0.28542525,1.3684081999999762,0.28542525,1.0,0.28542525,1.0,0.28542525,3.933789144461571,0.8666546145836719,0.0147319831308202,3.0233328679310123,True,0.4706288251643159,0.0007472244940072,0.0001036554120364,1.3752580749770047,0.2764085674502907,0.1516908468825972,0.3152963830872176,0.370665492831612,1.0698371410077598,0.6978600553505686,0.746834561686962,0.8479684085821646
SA0505_1999,brooke et. al. 2022,POINT (-80.4786644818258 -3.54346761714041),0,3,1,33914,40447.0,0.838479986,Delta,0.0018,0.00275,0.008,0.0038666666666666,761.1111111111112,1116.3636363636365,144.99999999999997,0.00062,0.00034,0.00059,4.37,3.0,-1.0,5.59,2.52,0.2,4.3,3.14,-1.3,100.0,5.905,57.1,197.25,0.1893845601161712,0.4243872989464567,0.1603548100253712,0.1447884484652998,0.0005166666666666,7.483870967741934,1622.864489032258,5.197304282919365,3.0672200221688986,967.2273937540238,7.2339582,1.37,3.07,1.1599999999999997,5.453333333333333,7.233958,5.37,7.2339582,5.39,7.2339582,5.6,7.2339582,0.7538519726841155,0.25998127385995967,0.0278645498989963,1.9311547013808148,False,0.12450670003544295,0.0019279378735956,8.875684637129566e-05,2.012750167181164,0.4986046224816289,0.1717874445896045,0.5273684629162746,0.694467382631467,3.0672200221688986,0.1893845601161712,0.4243872989464566,0.1603548100253712
SAMBAO_2004,brooke et. al. 2022,POINT (44.6217192407636 -16.5997596520362),1,2,1,59296,86411.0,0.686208932,Delta,0.0064,0.00183,0.00168,0.0048266666666666,675.24342421875,967.213114754098,1404.7619047619044,0.00038,0.00043,0.00041,-1.667247379,-5.988805294,-6.6,10.17,8.4,5.17,10.86,8.5,5.86,97.0,10.441,117.461,481.9,0.4448214888144878,0.1821875468725827,0.2429167291634436,0.1374955472075408,0.0004066666666666,11.868852459016392,1687.399013114754,4.523469246108236,3.2752156802884365,2552.537408162608,9.715263,4.321557915,1.7699999999999996,2.3599999999999994,4.977584207,9.715263,4.932752621,9.715263,5.0,9.715263,4.999999999999999,9.715263,0.512346811313582,0.2910209319171529,0.0264610303975495,3.4416735177692472,False,0.11579997169946842,0.0015489387047624,1.452966314513557e-05,2.473917528212405,0.3209127150750889,0.0357286798650874,0.3228955082712782,0.381121027641716,3.2752156802884365,0.4448214888144878,0.1821875468725827,0.2429167291634436
SUMA2_2005,brooke et. al. 2022,POINT (96.8546278047531 5.26372884363169),0,3,3,26404,28139.0,0.938341803,Delta,0.0037,0.01958,0.0122,0.0065333333333333,1432.4324324324325,316.6496424923391,409.8360655737704,0.00639,0.00051,0.00102,7.3,2.0,3.3,7.2,1.0,3.2,6.0,1.0,2.0,50.0,3.0,27.0,50.0,0.8897418279891102,1.040830062930657,0.8393790830085945,0.1048384138657231,0.00264,2.4747474747474745,355.43250113636367,4.254574010871616,1.5646445651365846,217.77360331630956,1.9567841,5.3,6.2,5.0,4.0,1.9567841,4.0,1.9567841,4.0,1.9567841,4.0,1.9567841,2.0441702998441333,0.9278599775352723,0.0201761621555962,2.284976392634507,True,0.1173457518180394,0.0045879600889477,0.0018807711184511,0.9061383604101376,0.7022387891246612,0.7124133024436184,1.000335958790792,1.719195212556286,1.5646445651365846,0.8897418279891102,1.0408300629306573,0.8393790830085945
TURK_002_1991,brooke et. al. 2022,POINT (28.5564740426884 40.1434371642974),1,2,1,62473,65643.0,0.951708484,Delta,0.003,0.00192,0.00422,0.0034066666666666,422.20667333333256,885.4166666666667,272.51184834123234,0.00299,0.00056,0.00039,43.74089752,42.4742775,42.0,5.9,4.2,4.1,6.4,5.25,4.6,50.0,21.789,102.799,216.6,0.1848029713927405,0.2480341747382608,0.1677878240876471,0.0422831272634799,0.0013133333333333,2.5939086294416245,724.6511299492386,2.4675868841058723,1.2645857129473317,1070.7299255623718,6.853894,1.2666200199999975,1.7000000000000002,1.1500000000000004,1.7802991733333329,6.8538947,1.7408975199999972,6.853894,1.8000000000000007,6.853894,1.8000000000000007,6.853894,0.2597500032493011,0.20061783534625596,0.0081373916359164,0.5193220977694235,False,0.05137304456630313,0.0006643626854194,0.0008397684866146,0.9531658614657168,0.1950184008080653,0.6394176294020413,0.6684961342026305,0.9513006187257472,1.2645857129473317,0.1848029713927404,0.2480341747382608,0.167787824087647
V11,valenza et. al. 2020,POINT (-71.345 7.1703),0,3,1,90688,1504596.0,0.060273987,Alluvial Plain,0.0036,0.0035,0.00252,0.00324,219.44444444444224,699.9999999999967,952.3809523809546,0.00055,0.00057,0.00056,155.42,154.63,153.9,156.26,153.81,154.7,158.0,155.6,156.5,110.0,20.0,83.0,150.0,0.2264341209654934,0.7022324004626098,0.6879011269837858,0.2706600530232921,0.00056,5.785714285714286,107.63211964285716,0.6523724953642906,0.586267472679812,718.3433295192614,3.4888735,0.789999999999992,2.4499999999999886,2.4000000000000057,1.5266666666666613,3.4888735,1.5199999999999818,3.4888735,1.5600000000000025,3.4888735,1.5,3.4888735,0.437581550220239,0.5417599969661606,0.0520885514906253,3.1176661790800715,False,0.246703045121163,0.0003445447882512,5.773502691896242e-06,1.7553918250571805,0.1063409840281691,0.010309826235529,0.1068395872375316,0.112755739939507,0.586267472679812,0.2264341209654933,0.7022324004626098,0.6879011269837858
V13,valenza et. al. 2020,POINT (-72.0799 7.5596),0,3,3,967,1484626.0,0.000651342,Fan,0.004,0.00116,0.00149,0.0031633333333333,869.9999999999903,2586.206896551724,2281.879194630857,0.00626,0.00647,0.00696,315.28,311.8,313.1,317.2,314.2,315.2,312.9,309.5,310.9,220.0,15.421,54.025,208.35,1.127004728652215,1.024549753320192,1.16115638709621,0.0700335128990708,0.0065633333333333,0.4819705434230574,0.0992395124428643,0.1590864825776732,0.1196071415636225,1026.4988985317973,0.9281155,3.4799999999999613,3.0,3.3999999999999773,2.059999999999983,0.92811555,2.17999999999995,0.9281155,2.0,0.9281155,2.0,0.9281155,2.219551226479388,1.1240151972261696,0.0134779558415245,0.531028020601701,True,0.19463184287907662,0.0008967410130268,0.0002073912030706,-0.7298722800291984,0.2834797722951095,0.0315984565369269,0.2852354181303633,0.3300751150636867,0.1196071415636225,1.119649515741921,1.0245497533201915,1.1611563870962096
V7,valenza et. al. 2020,POINT (-71.2565 6.73),3,0,2,77444,1530303.0,0.050606971,Alluvial Plain,0.0057,0.008,0.00157,0.0043233333333333,350.8771929824561,274.9999999999986,2229.2993630573246,0.00136,0.00068,0.00113,147.8,145.8,145.8,148.2,146.0,146.0,151.3,147.8,147.8,57.0,5.0,20.0,35.0,1.0,1.0,1.0,0.0,0.0010566666666666,4.091482649842272,47.89303249211356,2.483525324527518,1.5454431105419584,147.8173784698085,1.903984,2.0,2.1999999999999886,3.5,2.566666666666663,1.903984,2.0,1.903984,2.1999999999999886,1.903984,3.5,1.903984,1.348050578807509,1.001002607288952,0.0,4.091482649842272,True,0.11249413367843664,0.0018810723891794,0.0001996942106766,1.4089074104391637,0.4350976998873084,0.1889850574227149,0.4743683804558364,0.6069988649770417,1.5454431105419584,1.0,1.0,1.0
V9,valenza et. al. 2020,POINT (-72.04633 7.03724),0,3,3,12262,1448956.0,0.008462645,Fan,0.0083,0.00319,0.00279,0.0064633333333333,727.7108433734896,846.3949843260152,767.0250896057503,0.00442,0.00621,0.00537,280.34,274.3,278.34,288.0,285.3,286.0,287.6,285.46,285.6,677.0,65.999,252.519,477.2,2.162933513600575,0.9668742527684704,0.7663373707128065,0.7551217984334092,0.0053333333333333,1.2118750000000005,1.5867459375,0.4094181256589264,0.3060295409759804,2525.5037709374183,0.7925038,6.039999999999964,2.6999999999999886,2.140000000000043,2.0,0.7925038,2.0,0.7925038,2.0,0.7925038,2.0,0.7925038,2.5236472874901463,1.3226155543529199,0.1453232578654943,1.5738802960003566,True,0.6760320554653927,0.0017737624794017,0.0005170536185391,0.1921687470147786,0.2744346280662793,0.0969475534760934,0.2910553095321868,0.3378385771295937,0.3060295409759804,2.1629335136005747,0.9668742527684704,0.7663373707128065
VENEZ1_1982,brooke et. al. 2022,POINT (-71.7570852382797 9.33338594775776),1,2,1,205340,214318.0,0.958108978,Delta,0.0021,0.00837,0.00079,0.0016633333333333,1032.8491900000004,176.82198327359615,1468.354430379747,0.00023,0.00019,9e-05,-9.896008171,-12.06499147,-12.54879475,3.68,2.2,2.0,6.38,5.22,4.5,155.0,371.556,745.209,1333.1,0.1877006361488979,0.1280770311271857,0.1003847000726591,0.0446204589993732,0.00017,9.784313725490197,5635.935164705882,30.996892446028376,7.436840365428692,7709.783465827955,11.555546,2.1689832990000006,1.48,1.16,2.0709288596666666,11.555546,2.6527865790000007,11.555546,1.6800000000000002,11.555546,1.88,11.555546,0.1792151486633208,0.13896323765305968,0.0085872113382175,1.3572877209609318,False,0.04279363579388357,0.0023391047670232,4.1633319989322656e-05,2.280780463027192,1.4062754110360505,0.2449018822901332,1.4274408792079143,3.168019067630155,7.436840365428692,0.1877006361488979,0.1280770311271856,0.100384700072659
